,affected_macaddress,alerted_macaddress,severity_level
677,40:83:de:80:80:cc,98:10:e8:3b:48:e3,moderate
678,40:83:de:80:80:cc,8c:f5:a3:cd:d2:db,moderate
679,40:83:de:80:80:cc,98:10:e8:3a:c9:e4,moderate
680,08:c8:f5:4e:d4:fa,e4:a7:a0:99:dc:ac,mild
681,08:c8:f5:4e:d4:fa,5c:5f:67:8b:e1:7f,mild
682,08:c8:f5:4e:d4:fa,5c:5f:67:8b:e1:7e,mild
683,08:c8:f5:4e:d4:fa,8c:f5:a3:cd:d2:db,mild
684,08:c8:f5:4e:d4:fa,98:10:e8:3b:48:e3,mild
685,08:c8:f5:4e:d4:fa,3c:bf:60:65:36:3c,mild
686,08:c8:f5:4e:d4:fa,88:e9:fe:d4:1d:59,mild
687,08:c8:f5:4e:d4:fa,b4:ef:39:c3:4a:2a,mild
688,08:c8:f5:4e:d4:fa,c1:a2:98:79:ba:c4,mild
689,08:c8:f5:4e:d4:fa,d8:1c:79:db:a0:f7,mild
690,08:c8:f5:4e:d4:fa,88:66:a5:17:7b:51,mild
691,08:c8:f5:4e:d4:fa,7c:b2:7d:87:57:da,mild
692,08:c8:f5:4e:d4:fa,cc:44:63:40:96:9d,mild
693,08:c8:f5:4e:d4:fa,cc:44:63:3c:32:61,mild
694,08:c8:f5:4e:d4:fa,7c:b2:7d:87:83:e6,mild
695,08:c8:f5:4e:d4:fa,78:00:9e:93:6a:d0,mild
696,08:c8:f5:4e:d4:fa,7c:b2:7d:87:83:e5,mild
697,04:69:f8:63:8b:cc,b4:ef:39:c3:4a:2a,mild
698,04:69:f8:63:8b:cc,c0:9a:d0:e7:e7:da,mild
699,04:69:f8:63:8b:cc,7c:b2:7d:87:d8:c7,mild
700,04:69:f8:63:8b:cc,88:66:a5:17:7b:51,moderate
701,04:69:f8:63:8b:cc,28:16:ad:17:e3:33,moderate
702,04:69:f8:63:8b:cc,a4:c3:f0:a5:f1:09,moderate
703,04:69:f8:63:8b:cc,98:10:e8:07:e0:5b,moderate
704,04:69:f8:63:8b:cc,88:66:a5:3a:72:71,severe
705,04:69:f8:63:8b:cc,28:16:ad:17:e3:32,severe
706,04:69:f8:63:8b:cc,88:66:a5:17:75:bc,severe
707,04:69:f8:63:8b:cc,7c:b2:7d:86:54:d4,severe
708,04:69:f8:63:8b:cc,b4:9c:df:44:0b:33,severe
709,04:69:f8:63:8b:cc,8c:f5:a3:cd:d2:db,severe
710,04:69:f8:63:8b:cc,e4:a7:a0:99:bc:27,severe
711,04:69:f8:63:8b:cc,88:66:a5:1f:0b:05,severe
712,04:69:f8:63:8b:cc,7c:b2:7d:85:d8:0b,severe
713,04:69:f8:63:8b:cc,f8:2d:7c:dc:dc:b8,severe
714,04:69:f8:63:8b:cc,88:66:a5:1a:ba:53,severe
715,88:83:22:5d:24:66,7c:b2:7d:87:57:da,mild
716,88:83:22:5d:24:66,e4:0e:ee:e6:4e:96,mild
717,88:83:22:5d:24:66,a4:c3:f0:a5:f1:72,mild
718,88:83:22:5d:24:66,00:0b:82:d0:ff:35,mild
719,88:83:22:5d:24:66,10:8e:e0:b6:ca:da,mild
720,88:83:22:5d:24:66,98:10:e8:3a:c9:e4,mild
721,88:83:22:5d:24:66,00:b5:d0:90:d4:7d,mild
722,88:83:22:5d:24:66,1c:5c:f2:e8:8b:33,moderate
723,88:83:22:5d:24:66,b4:ef:39:c3:4a:2a,moderate
724,88:83:22:5d:24:66,7c:b2:7d:85:d8:0b,moderate
725,88:83:22:5d:24:66,9c:da:3e:7f:a0:03,moderate
726,88:83:22:5d:24:66,6c:96:cf:ac:18:82,moderate
727,88:83:22:5d:24:66,00:be:3b:e3:10:70,moderate
728,88:83:22:5d:24:66,0c:2f:b0:83:ee:82,moderate
729,88:83:22:5d:24:66,cc:44:63:3c:32:61,moderate
730,88:83:22:5d:24:66,88:66:a5:3a:72:71,severe
731,88:83:22:5d:24:66,90:61:ae:25:a1:e3,severe
732,88:83:22:5d:24:66,5c:5f:67:8b:1b:9a,severe
733,88:83:22:5d:24:66,88:66:a5:17:75:bc,severe
734,88:83:22:5d:24:66,a4:c3:f0:a1:fb:b7,severe
735,88:83:22:5d:24:66,8c:f5:a3:cd:d2:db,severe
736,88:83:22:5d:24:66,9c:da:3e:7f:8e:65,severe
737,88:83:22:5d:24:66,a4:c3:f0:a5:f1:09,severe
738,88:83:22:5d:24:66,94:ee:9f:b1:e0:64,severe
739,88:83:22:5d:24:66,88:66:a5:1f:0b:05,severe
740,88:83:22:5d:24:66,9c:da:3e:7e:f8:01,severe
741,88:83:22:5d:24:66,d8:1c:79:db:a0:f7,severe
742,88:83:22:5d:24:66,78:00:9e:93:6a:d0,severe
743,88:83:22:5d:24:66,98:10:e8:3b:48:e3,severe
744,88:83:22:5d:24:66,7c:b2:7d:87:d8:c7,severe
745,88:83:22:5d:24:66,88:66:a5:e2:a1:60,severe
746,88:83:22:5d:24:66,08:d8:33:ef:e7:7b,severe
747,88:83:22:5d:24:66,88:66:a5:1a:ba:53,severe
748,7c:b2:7d:87:83:e5,5c:5f:67:8b:e1:7f,mild
749,7c:b2:7d:87:83:e5,b4:ef:39:c3:4a:2a,mild
750,7c:b2:7d:87:83:e5,08:c8:f5:4e:d4:fa,mild
751,7c:b2:7d:87:83:e5,c1:a2:98:79:ba:c4,mild
752,7c:b2:7d:87:83:e5,cc:44:63:3c:32:61,moderate
753,7c:b2:7d:87:83:e5,88:66:a5:17:7b:51,moderate
754,7c:b2:7d:87:83:e5,5c:5f:67:8b:e1:7e,moderate
755,7c:b2:7d:87:83:e5,78:00:9e:93:6a:d0,moderate
756,7c:b2:7d:87:83:e5,7c:b2:7d:87:83:e6,moderate
757,7c:b2:7d:87:83:e5,cc:44:63:40:96:9d,severe
758,7c:b2:7d:87:83:e5,7c:b2:7d:87:57:da,severe
759,7c:b2:7d:87:83:e5,8c:f5:a3:cd:d2:db,severe
760,7c:b2:7d:87:83:e5,e4:a7:a0:99:dc:ac,severe
761,7c:b2:7d:87:83:e5,d8:1c:79:db:a0:f7,severe
762,7c:b2:7d:87:83:e5,3c:bf:60:65:36:3c,severe
763,7c:b2:7d:87:83:e5,88:e9:fe:d4:1d:59,severe
764,7c:b2:7d:87:83:e5,98:10:e8:3b:48:e3,severe
765,0c:2f:b0:83:ee:82,e4:a7:a0:99:dc:ac,mild
766,0c:2f:b0:83:ee:82,88:66:a5:1f:0b:05,mild
767,0c:2f:b0:83:ee:82,8c:f5:a3:cd:d2:db,mild
768,0c:2f:b0:83:ee:82,b4:ef:39:c3:4a:2a,mild
769,0c:2f:b0:83:ee:82,98:10:e8:3a:c9:e4,mild
770,0c:2f:b0:83:ee:82,88:66:a5:17:7b:51,mild
771,0c:2f:b0:83:ee:82,a4:c3:f0:a1:fb:b7,mild
772,0c:2f:b0:83:ee:82,7c:b2:7d:87:d8:c7,mild
773,0c:2f:b0:83:ee:82,00:b5:d0:90:d4:7d,mild
774,0c:2f:b0:83:ee:82,9c:da:3e:7e:f8:01,mild
775,0c:2f:b0:83:ee:82,1c:5c:f2:e8:8b:33,mild
776,0c:2f:b0:83:ee:82,78:00:9e:93:6a:d0,mild
777,0c:2f:b0:83:ee:82,88:83:22:5d:24:66,moderate
778,e4:a7:a0:99:dc:ac,7c:b2:7d:87:57:da,mild
779,e4:a7:a0:99:dc:ac,a4:c3:f0:a1:fb:b7,mild
780,e4:a7:a0:99:dc:ac,7c:b2:7d:87:d8:c7,mild
781,e4:a7:a0:99:dc:ac,98:10:e8:3a:c9:e4,mild
782,e4:a7:a0:99:dc:ac,08:c8:f5:4e:d4:fa,mild
783,e4:a7:a0:99:dc:ac,1c:5c:f2:e8:8b:33,mild
784,e4:a7:a0:99:dc:ac,0c:2f:b0:83:ee:82,mild
785,e4:a7:a0:99:dc:ac,9c:da:3e:7e:f8:01,mild
786,e4:a7:a0:99:dc:ac,7c:b2:7d:87:83:e6,mild
787,e4:a7:a0:99:dc:ac,88:66:a5:1f:0b:05,moderate
788,e4:a7:a0:99:dc:ac,9c:da:3e:7f:a0:03,moderate
789,e4:a7:a0:99:dc:ac,00:b5:d0:90:d4:7d,moderate
790,e4:a7:a0:99:dc:ac,5c:5f:67:8b:e1:7f,moderate
791,e4:a7:a0:99:dc:ac,c1:a2:98:79:ba:c4,moderate
792,e4:a7:a0:99:dc:ac,88:66:a5:17:7b:51,moderate
793,e4:a7:a0:99:dc:ac,5c:5f:67:8b:e1:7e,moderate
794,e4:a7:a0:99:dc:ac,78:00:9e:93:6a:d0,moderate
795,e4:a7:a0:99:dc:ac,b4:ef:39:c3:4a:2a,moderate
796,e4:a7:a0:99:dc:ac,98:10:e8:3b:48:e3,moderate
797,e4:a7:a0:99:dc:ac,d8:1c:79:db:a0:f7,moderate
798,e4:a7:a0:99:dc:ac,cc:44:63:40:96:9d,severe
799,e4:a7:a0:99:dc:ac,8c:f5:a3:cd:d2:db,severe
800,e4:a7:a0:99:dc:ac,cc:44:63:3c:32:61,severe
801,e4:a7:a0:99:dc:ac,7c:b2:7d:87:83:e5,severe
802,e4:a7:a0:99:dc:ac,3c:bf:60:65:36:3c,severe
803,e4:a7:a0:99:dc:ac,88:e9:fe:d4:1d:59,severe
804,14:5f:94:1a:65:d1,98:84:e3:d8:80:60,severe
805,14:5f:94:1a:65:d1,cc:44:63:40:96:9d,severe
806,30:30:cc:92:2b:b6,00:ca:3f:34:77:f5,mild
807,30:30:cc:92:2b:b6,15:9e:e7:6b:51:97,mild
808,30:30:cc:92:2b:b6,90:6e:e1:0b:5c:cc,mild
809,30:30:cc:92:2b:b6,d8:1c:79:db:a0:f7,mild
810,30:30:cc:92:2b:b6,10:e8:89:d2:30:6d,mild
811,30:30:cc:92:2b:b6,59:85:b6:61:c5:2a,mild
812,30:30:cc:92:2b:b6,0d:81:24:f4:2c:79,mild
813,30:30:cc:92:2b:b6,35:93:57:30:4a:9b,mild
814,30:30:cc:92:2b:b6,5c:5f:67:8b:e1:7f,moderate
815,30:30:cc:92:2b:b6,5c:5f:67:8b:e1:7e,moderate
816,30:30:cc:92:2b:b6,98:c7:17:2d:6b:a0,moderate
817,30:30:cc:92:2b:b6,5c:74:20:7c:0e:a6,moderate
818,30:30:cc:92:2b:b6,98:10:e8:3b:48:e3,moderate
819,30:30:cc:92:2b:b6,7c:b2:7d:87:57:da,moderate
820,30:30:cc:92:2b:b6,a4:c3:f0:a5:f1:72,severe
821,30:30:cc:92:2b:b6,8c:f5:a3:cd:d2:db,severe
822,30:30:cc:92:2b:b6,89:a9:64:52:43:57,severe
823,30:30:cc:92:2b:b6,3d:3b:79:0d:90:d3,severe
824,3d:3b:79:0d:90:d3,00:ca:3f:34:77:f5,mild
825,3d:3b:79:0d:90:d3,15:9e:e7:6b:51:97,mild
826,3d:3b:79:0d:90:d3,90:6e:e1:0b:5c:cc,mild
827,3d:3b:79:0d:90:d3,d8:1c:79:db:a0:f7,mild
828,3d:3b:79:0d:90:d3,10:e8:89:d2:30:6d,mild
829,3d:3b:79:0d:90:d3,59:85:b6:61:c5:2a,mild
830,3d:3b:79:0d:90:d3,0d:81:24:f4:2c:79,mild
831,3d:3b:79:0d:90:d3,35:93:57:30:4a:9b,mild
832,3d:3b:79:0d:90:d3,5c:5f:67:8b:e1:7f,moderate
833,3d:3b:79:0d:90:d3,5c:5f:67:8b:e1:7e,moderate
834,3d:3b:79:0d:90:d3,98:c7:17:2d:6b:a0,moderate
835,3d:3b:79:0d:90:d3,5c:74:20:7c:0e:a6,moderate
836,3d:3b:79:0d:90:d3,98:10:e8:3b:48:e3,moderate
837,3d:3b:79:0d:90:d3,7c:b2:7d:87:57:da,moderate
838,3d:3b:79:0d:90:d3,a4:c3:f0:a5:f1:72,severe
839,3d:3b:79:0d:90:d3,8c:f5:a3:cd:d2:db,severe
840,3d:3b:79:0d:90:d3,89:a9:64:52:43:57,severe
841,3d:3b:79:0d:90:d3,30:30:cc:92:2b:b6,severe
842,28:16:ad:17:e3:33,f8:2d:7c:dc:dc:b8,mild
843,28:16:ad:17:e3:33,88:66:a5:1f:0b:05,mild
844,28:16:ad:17:e3:33,b4:ef:39:c3:4a:2a,mild
845,28:16:ad:17:e3:33,c0:9a:d0:e7:e7:da,mild
846,28:16:ad:17:e3:33,98:10:e8:07:e0:5b,mild
847,28:16:ad:17:e3:33,a4:c3:f0:a5:f1:09,mild
848,28:16:ad:17:e3:33,7c:b2:7d:85:d8:0b,moderate
849,28:16:ad:17:e3:33,28:16:ad:17:e3:32,moderate
850,28:16:ad:17:e3:33,e4:a7:a0:99:bc:27,moderate
851,28:16:ad:17:e3:33,88:66:a5:17:75:bc,moderate
852,28:16:ad:17:e3:33,b4:9c:df:44:0b:33,moderate
853,28:16:ad:17:e3:33,7c:b2:7d:86:54:d4,moderate
854,28:16:ad:17:e3:33,8c:f5:a3:cd:d2:db,moderate
855,28:16:ad:17:e3:33,04:69:f8:63:8b:cc,moderate
856,28:16:ad:17:e3:33,88:66:a5:3a:72:71,moderate
857,28:16:ad:17:e3:33,88:66:a5:1a:ba:53,moderate
858,90:6e:e1:0b:5c:cc,5c:5f:67:8b:e1:7f,mild
859,90:6e:e1:0b:5c:cc,5c:5f:67:8b:e1:7e,mild
860,90:6e:e1:0b:5c:cc,00:ca:3f:34:77:f5,mild
861,90:6e:e1:0b:5c:cc,8c:f5:a3:cd:d2:db,mild
862,90:6e:e1:0b:5c:cc,98:10:e8:3b:48:e3,mild
863,90:6e:e1:0b:5c:cc,15:9e:e7:6b:51:97,mild
864,90:6e:e1:0b:5c:cc,d8:1c:79:db:a0:f7,mild
865,90:6e:e1:0b:5c:cc,7c:b2:7d:87:57:da,mild
866,90:6e:e1:0b:5c:cc,10:e8:89:d2:30:6d,mild
867,90:6e:e1:0b:5c:cc,30:30:cc:92:2b:b6,mild
868,90:6e:e1:0b:5c:cc,89:a9:64:52:43:57,mild
869,90:6e:e1:0b:5c:cc,3d:3b:79:0d:90:d3,mild
870,90:6e:e1:0b:5c:cc,59:85:b6:61:c5:2a,mild
871,90:6e:e1:0b:5c:cc,5c:74:20:7c:0e:a6,mild
872,90:6e:e1:0b:5c:cc,98:c7:17:2d:6b:a0,mild
873,90:6e:e1:0b:5c:cc,a4:c3:f0:a5:f1:72,mild
874,90:6e:e1:0b:5c:cc,0d:81:24:f4:2c:79,mild
875,90:6e:e1:0b:5c:cc,35:93:57:30:4a:9b,mild
876,9c:da:3e:7f:a0:03,88:66:a5:1a:ba:53,mild
877,9c:da:3e:7f:a0:03,e4:0e:ee:e6:4e:96,mild
878,9c:da:3e:7f:a0:03,28:16:ad:17:e3:32,mild
879,9c:da:3e:7f:a0:03,40:83:de:80:80:cc,mild
880,9c:da:3e:7f:a0:03,98:10:e8:3a:c9:e4,moderate
881,9c:da:3e:7f:a0:03,7c:b2:7d:87:d8:c7,moderate
882,9c:da:3e:7f:a0:03,88:66:a5:3a:72:71,moderate
883,9c:da:3e:7f:a0:03,88:66:a5:1f:0b:05,moderate
884,9c:da:3e:7f:a0:03,1c:5c:f2:e8:8b:33,moderate
885,9c:da:3e:7f:a0:03,b4:ef:39:c3:4a:2a,moderate
886,9c:da:3e:7f:a0:03,78:00:9e:93:6a:d0,moderate
887,9c:da:3e:7f:a0:03,7c:b2:7d:87:57:da,moderate
888,9c:da:3e:7f:a0:03,7c:b2:7d:85:d8:0b,moderate
889,9c:da:3e:7f:a0:03,8c:f5:a3:cd:d2:db,moderate
890,9c:da:3e:7f:a0:03,6c:96:cf:ac:18:82,moderate
891,9c:da:3e:7f:a0:03,e4:a7:a0:99:dc:ac,moderate
892,9c:da:3e:7f:a0:03,98:10:e8:3b:48:e3,moderate
893,9c:da:3e:7f:a0:03,00:b5:d0:90:d4:7d,moderate
894,9c:da:3e:7f:a0:03,88:83:22:5d:24:66,moderate
895,9c:da:3e:7f:a0:03,9c:da:3e:7e:f8:01,moderate
896,9c:da:3e:7f:a0:03,88:66:a5:17:75:bc,moderate
897,9c:da:3e:7f:a0:03,04:b4:29:6c:99:31,moderate
898,9c:da:3e:7f:a0:03,a4:c3:f0:a1:fb:b7,moderate
899,9c:da:3e:7f:a0:03,5c:5f:67:8b:1b:9a,severe
900,9c:da:3e:7f:a0:03,9c:da:3e:7f:8e:65,severe
901,9c:da:3e:7f:a0:03,88:66:a5:e2:a1:60,severe
902,10:e8:89:d2:30:6d,5c:5f:67:8b:e1:7f,mild
903,10:e8:89:d2:30:6d,90:6e:e1:0b:5c:cc,mild
904,10:e8:89:d2:30:6d,d8:1c:79:db:a0:f7,mild
905,10:e8:89:d2:30:6d,7c:b2:7d:87:57:da,mild
906,10:e8:89:d2:30:6d,30:30:cc:92:2b:b6,mild
907,10:e8:89:d2:30:6d,89:a9:64:52:43:57,mild
908,10:e8:89:d2:30:6d,3d:3b:79:0d:90:d3,mild
909,10:e8:89:d2:30:6d,59:85:b6:61:c5:2a,mild
910,10:e8:89:d2:30:6d,5c:74:20:7c:0e:a6,mild
911,10:e8:89:d2:30:6d,98:c7:17:2d:6b:a0,mild
912,10:e8:89:d2:30:6d,00:ca:3f:34:77:f5,moderate
913,10:e8:89:d2:30:6d,15:9e:e7:6b:51:97,moderate
914,10:e8:89:d2:30:6d,a4:c3:f0:a5:f1:72,severe
915,10:e8:89:d2:30:6d,8c:f5:a3:cd:d2:db,severe
916,10:e8:89:d2:30:6d,5c:5f:67:8b:e1:7e,severe
917,10:e8:89:d2:30:6d,0d:81:24:f4:2c:79,severe
918,10:e8:89:d2:30:6d,35:93:57:30:4a:9b,severe
919,10:e8:89:d2:30:6d,98:10:e8:3b:48:e3,severe
920,78:00:9e:93:6a:d0,88:66:a5:1a:ba:53,mild
921,78:00:9e:93:6a:d0,7c:b2:7d:87:57:da,mild
922,78:00:9e:93:6a:d0,c1:a2:98:79:ba:c4,mild
923,78:00:9e:93:6a:d0,00:0b:82:d0:ff:35,mild
924,78:00:9e:93:6a:d0,cc:44:63:3c:32:61,mild
925,78:00:9e:93:6a:d0,5c:5f:67:8b:e1:7f,mild
926,78:00:9e:93:6a:d0,5c:5f:67:8b:e1:7e,mild
927,78:00:9e:93:6a:d0,3c:bf:60:65:36:3c,mild
928,78:00:9e:93:6a:d0,88:e9:fe:d4:1d:59,mild
929,78:00:9e:93:6a:d0,98:10:e8:3a:c9:e4,mild
930,78:00:9e:93:6a:d0,08:c8:f5:4e:d4:fa,mild
931,78:00:9e:93:6a:d0,0c:2f:b0:83:ee:82,mild
932,78:00:9e:93:6a:d0,b4:ef:39:c3:4a:2a,mild
933,78:00:9e:93:6a:d0,7c:b2:7d:87:83:e6,mild
934,78:00:9e:93:6a:d0,1c:5c:f2:e8:8b:33,moderate
935,78:00:9e:93:6a:d0,e4:0e:ee:e6:4e:96,moderate
936,78:00:9e:93:6a:d0,7c:b2:7d:85:d8:0b,moderate
937,78:00:9e:93:6a:d0,9c:da:3e:7f:a0:03,moderate
938,78:00:9e:93:6a:d0,88:66:a5:17:7b:51,moderate
939,78:00:9e:93:6a:d0,6c:96:cf:ac:18:82,moderate
940,78:00:9e:93:6a:d0,e4:a7:a0:99:dc:ac,moderate
941,78:00:9e:93:6a:d0,cc:44:63:40:96:9d,moderate
942,78:00:9e:93:6a:d0,00:b5:d0:90:d4:7d,moderate
943,78:00:9e:93:6a:d0,7c:b2:7d:87:83:e5,moderate
944,78:00:9e:93:6a:d0,10:8e:e0:b6:ca:da,moderate
945,78:00:9e:93:6a:d0,d8:1c:79:db:a0:f7,moderate
946,78:00:9e:93:6a:d0,88:66:a5:3a:72:71,severe
947,78:00:9e:93:6a:d0,90:61:ae:25:a1:e3,severe
948,78:00:9e:93:6a:d0,5c:5f:67:8b:1b:9a,severe
949,78:00:9e:93:6a:d0,88:66:a5:17:75:bc,severe
950,78:00:9e:93:6a:d0,a4:c3:f0:a1:fb:b7,severe
951,78:00:9e:93:6a:d0,8c:f5:a3:cd:d2:db,severe
952,78:00:9e:93:6a:d0,9c:da:3e:7f:8e:65,severe
953,78:00:9e:93:6a:d0,94:ee:9f:b1:e0:64,severe
954,78:00:9e:93:6a:d0,88:66:a5:1f:0b:05,severe
955,78:00:9e:93:6a:d0,9c:da:3e:7e:f8:01,severe
956,78:00:9e:93:6a:d0,88:83:22:5d:24:66,severe
957,78:00:9e:93:6a:d0,98:10:e8:3b:48:e3,severe
958,78:00:9e:93:6a:d0,7c:b2:7d:87:d8:c7,severe
959,78:00:9e:93:6a:d0,88:66:a5:e2:a1:60,severe
960,78:00:9e:93:6a:d0,08:d8:33:ef:e7:7b,severe
961,7c:b2:7d:85:d8:0b,c0:9a:d0:e7:e7:da,mild
962,7c:b2:7d:85:d8:0b,88:66:a5:17:7b:51,mild
963,7c:b2:7d:85:d8:0b,90:61:ae:25:a1:e3,mild
964,7c:b2:7d:85:d8:0b,f8:2d:7c:dc:dc:b8,mild
965,7c:b2:7d:85:d8:0b,5c:5f:67:8b:e1:7e,moderate
966,7c:b2:7d:85:d8:0b,7c:b2:7d:87:d8:c7,moderate
967,7c:b2:7d:85:d8:0b,9c:da:3e:7f:8e:65,moderate
968,7c:b2:7d:85:d8:0b,88:66:a5:1f:0b:05,moderate
969,7c:b2:7d:85:d8:0b,1c:5c:f2:e8:8b:33,moderate
970,7c:b2:7d:85:d8:0b,b4:ef:39:c3:4a:2a,moderate
971,7c:b2:7d:85:d8:0b,78:00:9e:93:6a:d0,moderate
972,7c:b2:7d:85:d8:0b,9c:da:3e:7f:a0:03,moderate
973,7c:b2:7d:85:d8:0b,08:d8:33:ef:e7:7b,moderate
974,7c:b2:7d:85:d8:0b,28:16:ad:17:e3:33,moderate
975,7c:b2:7d:85:d8:0b,6c:96:cf:ac:18:82,moderate
976,7c:b2:7d:85:d8:0b,98:10:e8:07:e0:5b,moderate
977,7c:b2:7d:85:d8:0b,5c:5f:67:8b:1b:9a,moderate
978,7c:b2:7d:85:d8:0b,a4:c3:f0:a5:f1:72,moderate
979,7c:b2:7d:85:d8:0b,cc:44:63:3c:32:61,moderate
980,7c:b2:7d:85:d8:0b,88:83:22:5d:24:66,moderate
981,7c:b2:7d:85:d8:0b,9c:da:3e:7e:f8:01,moderate
982,7c:b2:7d:85:d8:0b,88:66:a5:e2:a1:60,moderate
983,7c:b2:7d:85:d8:0b,a4:c3:f0:a1:fb:b7,moderate
984,7c:b2:7d:85:d8:0b,88:66:a5:3a:72:71,severe
985,7c:b2:7d:85:d8:0b,28:16:ad:17:e3:32,severe
986,7c:b2:7d:85:d8:0b,88:66:a5:17:75:bc,severe
987,7c:b2:7d:85:d8:0b,7c:b2:7d:86:54:d4,severe
988,7c:b2:7d:85:d8:0b,04:69:f8:63:8b:cc,severe
989,7c:b2:7d:85:d8:0b,8c:f5:a3:cd:d2:db,severe
990,7c:b2:7d:85:d8:0b,e4:a7:a0:99:bc:27,severe
991,7c:b2:7d:85:d8:0b,a4:c3:f0:a5:f1:09,severe
992,7c:b2:7d:85:d8:0b,b4:9c:df:44:0b:33,severe
993,7c:b2:7d:85:d8:0b,98:10:e8:3b:48:e3,severe
994,7c:b2:7d:85:d8:0b,88:66:a5:1a:ba:53,severe
995,c0:9a:d0:e7:e7:da,28:16:ad:17:e3:32,mild
996,c0:9a:d0:e7:e7:da,88:66:a5:1a:ba:53,mild
997,c0:9a:d0:e7:e7:da,7c:b2:7d:86:54:d4,mild
998,c0:9a:d0:e7:e7:da,f8:2d:7c:dc:dc:b8,mild
999,c0:9a:d0:e7:e7:da,8c:f5:a3:cd:d2:db,mild
1000,c0:9a:d0:e7:e7:da,88:66:a5:1f:0b:05,mild
1001,c0:9a:d0:e7:e7:da,b4:ef:39:c3:4a:2a,mild
1002,c0:9a:d0:e7:e7:da,a4:c3:f0:a5:f1:09,mild
1003,c0:9a:d0:e7:e7:da,98:10:e8:07:e0:5b,mild
1004,c0:9a:d0:e7:e7:da,e4:a7:a0:99:bc:27,mild
1005,c0:9a:d0:e7:e7:da,28:16:ad:17:e3:33,mild
1006,c0:9a:d0:e7:e7:da,b4:9c:df:44:0b:33,mild
1007,c0:9a:d0:e7:e7:da,04:69:f8:63:8b:cc,mild
1008,c0:9a:d0:e7:e7:da,88:66:a5:17:75:bc,mild
1009,c0:9a:d0:e7:e7:da,88:66:a5:3a:72:71,mild
1010,c0:9a:d0:e7:e7:da,7c:b2:7d:85:d8:0b,mild
1011,00:0b:82:d0:ff:35,88:66:a5:1a:ba:53,mild
1012,00:0b:82:d0:ff:35,98:10:e8:3b:48:e3,mild
1013,00:0b:82:d0:ff:35,98:10:e8:3a:c9:e4,mild
